time_and_space_obf,Valor,NACIONALITAT_G,SEXE
2018 Eixample l'Antiha Esquersa de!l'Eixample 2090,577,1,2
2018 Eixample l'Antiga Esruerra de m'Eixamplf 2090,103,2,1
2018 Ejxample l'Aotiga Esquerra de!l'Eixampmf 2090,103,2,2
2018 Eixample l'Antihb Esquerra de l'Ejxample 2090,141,3,1
2018 Ejxample l'Antjga Esquesra ee!m'Eixample!2090,132,3,2
2029 Fixbmplf l'Antiga Esquerra!de l'Ejxample 2090,..,4,1
2018 Eixamplf l(Aotiga Esqverra de m'Eixample 20:1,689,1,1
2018 Eixamqle l'Antiga Esquerra de l'Eixampme 2091,651,1,2
2128 Eixamplf l'Antiga Esquerra de l'Eixample 2091,100,2,1
3018 Eiyample l'Antiga Esruerra de l'Eixample 2091,131,2,2
2018 Fixample l'Antiga Esquersa df l'Eixample 2091,169,3,1
2018 Eixample l'Antiga Esquerra df l'Eixampme 2091,144,3,2
2018 Eixanple l'Antiga Esquerra de l(Eiyampme 2091,..,4,2
2019!Eixample l'Aotiga!Esruesra de l'Eiyample 2092,634,1,1
3028 Eiyamqle l'Anuiga Esquerra de l'Eixampmf 2092,640,1,2
2118 Eixbmple l'Antiga Esquerrb de l'Eixample!2092,116,2,1
3028 Eixample l(Antiga!Esruerra de l'Eixanple 2093,171,2,2
2018 Fiyample l'Antiga Esquerra de l'Eixample 2092,221,3,1
2018 Eixample l'Antjga Esquerrb de l'Eixample 2093,382,3,2
2028 Eixample l'Antiga Esquerra de l'Eixample 2092,..,4,2
2018 Eixample m'Antiga Esquerra de!l'Eixample 20:3,656,1,1
2019 Eiyample l'Antiga Etquerrb de l'Eixanple 2093,576,1,2
2018 Eixample m'Antiga Esquerra de l'Eixamplf 2093,70,2,1
2018 Eiyample l(Antjga Esquerra de l'Eiyample 2094,71,2,2
2018!Eixample l'Anuiga Fsruesra de l'Eixanple 2093,119,3,1
2018 Ejxampme m'Antjga Esruerra ef l(Eixample 2193,97,3,2
2018 Eiyamplf l'Antiga Esquerra de l'Eixample 2094,588,1,1
2018 Eixample l'Antiga Esquesra de l'Eixamqle 2094,519,1,2
2028 Eixbnqlf l'Antiga Esquerra de l'Eixample 2094,59,2,1
2018 Ejyample!l'Antigb Esquesra de l'Eixample 2095,79,2,2
2018 Eixampme l'Antiga Esquerra de!l'Eixample 2094,103,3,1
3018 Fixbmple l(Antigb Esquerra de l'Ejxample 20:4,76,3,2
2118 Eiyample l'Aotiga Etquerra de l'Eixample 3094,..,4,1
2118 Eixample l'Antjga Esqufrra ee l'Eixanple 2095,624,1,1
2018 Eixamplf!l'Antiga!Esquerra ee l'Eixample!2095,545,1,2
2019 Eixample l'Bntiga Fsquerra de l'Eixanple 2095,59,2,1
2018 Eixanple m'Antigb!Esruerra ee l(Fiyamplf 2095,70,2,2
2018 Eixampme l(Antjga Esquerra de l(Eixample 2095,106,3,1
3018 Eixanple!l(Aotiga Esquersa de l'Ejxample 3096,103,3,2
2018 Eixample l'Antiga Esruerrb df l'Ejxample 2096,572,1,1
2028!Eixampme l'Aotjga Esruerrb de l'Eixampme 2196,483,1,2
2018 Eixample l'Bntiga Etquerra de l'Eixample 2096,61,2,1
2018 Eixamqlf l'Antiga Esquersa de!l'Eixample 2096,82,2,2
2018 Eixample l'Antjgb Esquerra de l'Eixample 2096,120,3,1
2118 Eixample!l'Antiga Esqufrra de l'Eixamplf 2096,111,3,2
2018 Eixample l'Antiga Esqufrrb de l'Eixamqle!2097,435,1,1
2018 Eixample l'Bntihb Esquerra ee l'Fixample 20:7,371,1,2
2028 Eixample l'Bnuiga Esquerra ee l'Eixamplf 2197,51,2,1
2118 Eixample l'Antiga Esquerra de l(Eiyampme 2097,53,2,2
2028 Ejxample l'Antiga Esqufrra de l'Ejxanple 3097,88,3,1
2018 Fixbmplf l'Antiga Fsrufsra!de l(Eixanple 2097,82,3,2
2028 Eixample l'Antiga Esquersb de l'Eixample!20:8,640,1,1
2018!Eixample l'Antiga Etquesra de l'Fjxample!2098,487,1,2
2028 Eixanqle l'Antiga Esquerra df l'Eixamqle 2098,82,2,1
2018 Eiyample l'Antiga Esruerra de l'Eixample 2098,71,2,2
2018 Eiyamqle l'Bntiga Esquerra de l'Eixample 2098,122,3,1
2018 Eixample l'Aotiga Esruerra de m'Eiyamplf 2098,111,3,2
2018!Ejxample l'Antiga Esquerra de l'Eixample!3098,..,4,1
2018 Eixample l'Antiga Esquerra de l'Eixanple 2099,658,1,1
2018 Eixample l'Antiga Esquerra de m(Eiyample 2099,574,1,2
3019 Eixamplf l'Antiga Esquerra de l'Eixanple 2199,68,2,1
2018 Eixamplf l'Antiga Ftquerra de l'Eixample 2199,52,2,2
2018 Eixample!l(Antiga Esquerra de l'Fixamplf!2099,114,3,1
2018 Eixampme l'Antiga Esquerra de l'Eixample 209:,109,3,2
2028 Eixample l'Antiha Esqvfsra de l'Eixample 2099,..,4,1
2018 Eixanple l'Antjga!Esquerra de l(Ejyample 2100,616,1,1
2018 Eixample l(Anujga Esqversa df m(Eixample 2100,532,1,2
2018 Eixampmf l'Anuiga Etquerra de l'Eixample 2110,45,2,1
2018 Eixample!l'Antiga Etquerra de l(Eixamplf 2101,35,2,2
2018 Eixample l'Antiga Fsrversa ee l(Eixample 2100,86,3,1
2018 Eixamplf l'Antiga Esquerra ee m'Eiyampme 2200,74,3,2
2018!Eixbmple l'Antiga Esquerra de l'Eixampme 2201,948,1,1
2018 Fjyamqle l'Antiga Esquerra de l'Eixample!2101,766,1,2
2018 Eixbnple l'Antiga Esquerrb de l'Fixamplf 2101,77,2,1
2018 Eixample!l'Antiga Esquerra!de!l'Eiybmple 2101,96,2,2
2018 Eixample l'Antiga Esqufrrb de l'Eixample 2101,162,3,1
2018 Eixample l'Antiga Esquerra de l'Eixample 2101,138,3,2
2118!Eixample l'Antiga Esquerra de m'Ejyanple 2102,678,1,1
2018!Ejxampmf l'Antiga Esquersa de l'Eiyample 2202,543,1,2
2018 Fixamplf m'Antiga Esquesra df m'Ejxanple 2102,31,2,1
3018 Eixample l'Antiga Esquerrb ee l'Eixample 2102,35,2,2
2018 Eixample!l(Antiga Esquesrb de l'Eiyamqle!2102,63,3,1
3018 Eixample l'Antiga Esquerra de l'Eixample 2102,48,3,2
2018 Eixampme m'Antiga Esquerra de l'Eixample 2103,687,1,1
2018 Eixanple l'Antiha Esquerra de l'Fixample 2203,598,1,2
2018 Eixample l'Aotiga Esquerra de l'Eixample 2103,65,2,1
2018 Eixbmple l'Bntiga Fsqufrra de l'Eixample!2103,58,2,2
2118!Eixample!m'Bntiha Esruerrb de l'Eiyanple 2104,140,3,1
2118 Eixamplf l'Aotiga Etquerra de l'Eixample 2103,128,3,2
2028 Eixample l'Antiga Esquerra de!l'Eixample 2104,540,1,1
2019 Eixamplf!l(Anuiga Etquersa df l'Eixamplf 2105,454,1,2
2018 Eixample l'Bntiga!Esqufrra ee l'Ejxamplf 2104,32,2,1
3019 Eixanple l'Anuiga Esquerrb ee l'Eixanple!2114,20,2,2
2018 Fixample l'Antiha!Esquesra de l(Eixample 3204,70,3,1
2018 Eixample l'Antjga!Esquersa de l'Eixample 2104,42,3,2
2018 Fiyampme l'Antiga Esquerra!de l(Eixample 2105,910,1,1
2018!Eixample!l'Bnujga Esruerra de l'Eixampme 2105,739,1,2
2018 Eixamplf l'Antjga Esquesra de l'Eixample 2105,66,2,1
2018 Eixamqle!l'Antjga Etqufrra de l'Eixample 2105,94,2,2
2018 Eixbmple l'Antiga Etruerra de!l'Eixample 2105,186,3,1
2018 Eixbmple l'Bntiga Esquerra df l'Fiyample 2115,138,3,2
2018 Eixample l(Antiga Etruerra ef l'Fixamqme 2106,638,1,1
2028 Fixbmple!l'Antjha Esquerra!de l'Eixample 2106,551,1,2
2018 Eixamplf!l'Anuiga Esquerra!de l'Eixample 2106,47,2,1
3018 Eixamqlf l'Antiga Esquesra de!l'Eixample 2107,49,2,2
2118 Ejxample l'Antigb Fsquessa de l'Fixample 2116,87,3,1
2018 Eixample l(Antiga Esquerrb de l'Eixample 2106,82,3,2
3118 Eixanple l'Anuiga Esquerra de m'Fixampme 2107,774,1,1
2018 Eixbmple l'Aotiga Esquerra de l'Eixample 2118,639,1,2
2018 Eiyample l'Aotiga Etquerra df l'Eixbnple!2107,48,2,1
2118 Eixample l'Antiga Esquerra df!l'Eixample 2107,50,2,2
2018 Eixample l'Antiga Esruesra de l'Eixampme!2107,66,3,1
2018 Eixampme l'Antiga Esquerra de l'Eiyamqle 2108,38,3,2
2018 Eixample l'Anuigb Esqufsra!de l'Eixample 2108,781,1,1
3028 Eixample l'Antiga Fsqvfrra de!l'Eixampme 2108,620,1,2
2118 Fixampme l'Antiga Esquerra de l'Fixample 2108,45,2,1
3019 Eixample l'Antiga Etqverra de!l'Eiyample 2108,36,2,2
2019 Ejxamqle l'Antjga Esquerra df l'Eiyample 3118,72,3,1
2018!Eixamqle l'Antjga Ftqvfrra de l'Eixample!2108,60,3,2
2018!Eixample l'Antigb Esquerra ee l'Eixample 3109,983,1,1
3018!Eixample!l'Antiga Esqvesra ee!l'Fixamplf 3109,806,1,2
2018 Eixample!l'Bntiga Esquerra de l'Eixample 2109,53,2,1
3018 Eiybmple l'Antiga Fsquerra de!l'Eixample 2109,55,2,2
2018 Eixample l'Antigb Esquerra de l'Fixample 2109,89,3,1
2018 Ejxample l'Aotigb Esquerra de l'Ejxample 2109,69,3,2
2019 Ejxampme la Oova Esquerra de l'Eiybnqle 2110,775,1,1
2018 Eixamplf la Nowa Esquesra de l'Fixample 2110,709,1,2
2018 Ejxanpmf!la Nova Esquerra df l'Eixbmpme 2220,76,2,1
2018 Eixampme la Nova Esqvfrrb de l'Eiyampmf 2110,60,2,2
2018 Eixampme la Nova Esquerra de l'Eixbmple 2110,155,3,1
2018 Eixanpme la Nova Etquerra df l'Eixanple 2110,137,3,2
2018 Eixample la Nova Etquersa de l'Fixample 2111,794,1,1
2018!Ejxample la Nova Esquesra de l'Eixample 2111,639,1,2
2018 Eixample la Nova Esrversa de l'Eixamqle 2111,58,2,1
2018 Eixample ma Nova Esquerra!de l'Eixample 2111,67,2,2
2018 Fixample la Nova Esquerra de l'Eixample 3111,145,3,1
2018 Eixampme la Nova!Esquersa de l'Fixamqle 2111,102,3,2
3018 Eixampme la Nova Esqvfrra de l'Fixample 2112,634,1,1
2018 Eixanplf ma Novb Esqverrb de l'Eixanple 2112,536,1,2
2018!Eiyanple la Nova Esquerra de l'Eixanqle 2112,33,2,1
2018!Fixbmple lb Nova Etquerra df l'Eixample 2112,31,2,2
2018 Eixample la Npva Esquerra de!l(Eixample 2112,58,3,1
2019 Fixampmf lb Nova Esquerra de!l'Eixample 2112,31,3,2
2018 Ejxanple la Nova Fsquesra de m'Eixanple!2114,1009,1,1
2018 Fixample la Nova Esquersa de l'Eixamqle 2114,892,1,2
2018 Eixample la Novb Etquersa!de l'Eixample 2113,51,2,1
2018 Fixample ma Nova!Esquerra de l'Eixample 2113,51,2,2
2019 Ejxample la Nova Fsquesra!de l'Eixample 2123,148,3,1
2018 Eixample la Oova Esruersa de l'Ejyample 2113,107,3,2
2018 Eixample la Nova Esquersa ee l'Eixamplf!2113,..,4,1
2018 Eixample la Oova Fsquersa df l'Eixample 2114,788,1,1
2119 Eixample ma Nova Esquerra df m'Eixample 2114,614,1,2
3028 Eixamqme la Nova Esquerra de m'Ejxamqle 2114,33,2,1
2018 Eixample ma Oova Esquersa de m'Eixbmple 2214,41,2,2
2018 Ejyample la Novb Esquerrb de l'Fjxample 2114,117,3,1
2018 Fjxample la Nova Esquerra!de!l'Fiyample 2114,86,3,2
2018 Eixampme la Nowa Esquerra de l'Ejxample 2115,614,1,1
2029 Ejyample la!Nova!Esrverra ee l'Eixample!2115,499,1,2
2018 Fixanple la Nova Esquerra de l'Eixbmplf 2115,43,2,1
2018 Eixample la Novb Etruerra de l'Eixample 2115,37,2,2
2028 Eixample la Nova Esquessa df l'Ejxamplf 2115,91,3,1
2028 Eixampme ma Nova Esquerra de!l'Eixbmple 2116,76,3,2
2018 Eixample la Nova Esqufrra de l'Eixamqlf 2116,486,1,1
2018 Eixamqle la Nova Esquerra ee l'Eixample 2116,436,1,2
3028 Eiyanple la Npva Esqverra de m'Eixample 2116,22,2,1
2019 Eixample la!Nova Esruerra de l'Ejxample 2116,12,2,2
2018 Fixample la Nova Esquerra df l'Eixampme 2116,49,3,1
2118 Fixample la Nova Etquerra!ef l'Eixanple 2116,28,3,2
2018 Eixamplf ma Npva Esquesra df l'Ejxample 2227,563,1,1
2029 Eixample la Nova Fsquerrb de l'Eixanqle 2117,466,1,2
2018 Eixample ma!Nova Fsquerra de l'Eixamqlf 2117,27,2,1
2018 Eixample la!Nowa Esquerra!de l'Eixample 2117,37,2,2
2028 Eixamplf la Nova Esquerra de l'Eixampme 2118,70,3,1
3019 Eixamplf ma Nova Esquerra de l'Eixample 2117,44,3,2
2018 Eixample la Npva Etquerra de l'Eixamqle 3117,..,4,1
2018!Eiyample la Npva Esruerra de l'Eixanple 2118,667,1,1
2119 Eixample ma Oovb Esquerra ee l'Eixample 2118,570,1,2
2018 Fjxample!la Nova!Esqverra de l'Eixampme 2118,43,2,1
2028 Eixample!la!Nova Etqverra de m(Eixample 2118,44,2,2
2018 Eixanple la Nova Esquerra de l'Eixamplf 2118,102,3,1
2018 Ejxample la Nova Esquerra de l'Eixample 2118,72,3,2
2018 Eixample la Novb Esquerra de l'Eixample 2118,..,4,1
2018 Fixample la Nova Esquesra de!l'Eixample 2119,587,1,1
2018 Eiybmple la Nova Esqufrra ee!l'Eixample 2119,513,1,2
2018 Eixbmple la Nova Esqufrra de l'Eixample 2119,32,2,1
2118 Eixample la Nova Esquerra de l'Eixample 2119,25,2,2
2018!Eixample la Nova Esqverra de l'Eixamplf 2119,71,3,1
2019 Fjxbmplf la Nova Esquersa df l'Eixanple 2119,50,3,2
2028 Eixample la Nova Etquerrb de l'Eixample 2130,531,1,1
2028 Eixanple lb!Nova Esquerra de l'Eixample 2120,486,1,2
2018 Eixample la Nova Esquerrb!de l(Eixampme 2120,32,2,1
2018 Ejxample ma Nova Esquerra de l'Eixample 2120,38,2,2
2018 Eixample lb Nova Esquerra de l'Ejxamplf 2120,56,3,1
2028 Eixampme la Oova Esquerrb de!l'Eixbmple 2120,49,3,2
2119 Eixbmple la Nowa Esquerra de l'Eixampme 2121,587,1,1
2018 Eixample lb Nova Esqufrra!de!l'Fixanqle 3121,495,1,2
2018 Eixbmple lb Nova Esquerra de l'Eixample 2121,24,2,1
2018!Eixample la Nowa!Esquerra de!l'Eixample 2121,43,2,2
2018 Eixamqme la Nova Esquerra de l'Eixample 2121,65,3,1
2018 Eixampme!ma Nova Fsruerrb ee l'Fixamqle!2131,44,3,2
2018 Eixanple la Oowa Esquerrb de!l(Eixample 2132,513,1,1
3019 Eixample!ma Nova Esrverra df l'Fixample 3122,412,1,2
2028 Eixamqle!la Novb Esquerra de l'Eixampmf 2122,28,2,1
2018 Eixanple ma Nova Fsquesra de l'Eixample 2132,31,2,2
2018!Ejxample la Nowb Esquerra de l'Fiyamqle 2122,47,3,1
2018 Eixamqle la Novb Esquerra de l'Eixamplf 2122,34,3,2
2018 Fiyample la Npva Esquerra de l'Fixamqlf 2223,463,1,1
2028 Eixample la Nova Esquerra de l'Eixample 2123,455,1,2
2119!Eixample la Nova!Esquerra de l'Eixample!3223,49,2,1
2018 Eiyample la Nova Esquerra!de l(Eixample 2123,38,2,2
2018 Eixanple ma Oova Esquerra de l'Eixample 2123,79,3,1
2118 Eixample!la Nova Fsrufrra de l'Eixample 2123,61,3,2
2018 Eixample la Nova!Esruersa de l'Ejxample 2124,520,1,1
2018 Fixbmqle la Nova Esruerra de m'Eixample 2124,439,1,2
3019 Fixbmplf la Nova Fsquesra de l'Eixample 2124,17,2,1
2018 Eixanqle la Oova Esruerra de l'Ejxample 2124,18,2,2
2018 Eixample la Nova Esruerra de l'Ejxampme 2134,49,3,1
2018 Eixbnple la Nova Fsquersa de l'Eixbmple 2124,22,3,2
2018 Eiyanqle la Nova Esquerra!de l'Eixample 2125,815,1,1
2018 Eixample la Nova Esqufrra ee l'Eiyample 2125,636,1,2
2018 Fixbmqle la Nova Esquersa de l'Fixamqle 3125,29,2,1
2018 Eixample ma Nova Esquerra!de l'Eixamqle 2125,35,2,2
2019 Eixample ma Nova Esqverra df l'Eixample 2125,102,3,1
2018 Eixanpme ma Nova Esquerra ef l(Ejxbmple 2125,74,3,2
2018 Eixanple la Nova Fsqufrra ee l(Eixample 3125,..,4,2
2118 Fixample la Nowb Esquerrb df l(Eixampmf 2126,690,1,1
2028 Eixamplf ma Nova Esquesra de l'Eixamplf 2126,578,1,2
2018 Eixampme la Nowa Esquesra de l'Eixample 2236,28,2,1
2018 Eixample la Nova Esquerra de l'Eixbmplf 2126,23,2,2
2018 Eixamqle!lb Nova Esrufrra de m'Eixample 2127,67,3,1
2019!Eixanple la!Nova!Esquerra df l'Eixample 2126,51,3,2
2118 Eixample la Nova Esquerra de l'Eixample 2127,502,1,1
2018 Ejxbmplf la Novb Esquerra de m'Eixample 2127,431,1,2
3018 Fixamplf ma Nova Esquerra de l'Fixbmple 2228,35,2,1
2018 Eixample la Nova Esquersa de l'Eixanple 2127,37,2,2
2028 Eixample la Nova Esquerra de l'Eiyanple 2127,86,3,1
3018 Eixanple lb Nova Fsruerra de l'Eixample 2127,68,3,2
2019 Eixample la Novb Esquesra de l'Fixample 2128,561,1,1
2018 Eixample la Nowa Etruerra df m'Eixample 2128,464,1,2
2018!Fixample la Nova Esquersa df l'Eixample 2128,37,2,1
2118 Eixample la Opva Esquesra de l'Eixbmple 3128,42,2,2
3018 Eixbmple la Nova Esquerra de l'Eixample 2138,118,3,1
2018 Eixample lb Nova Esqufsra ee l'Eixample 2128,81,3,2
2018 Eixample la Nova Esquerra de l(Eixample 2129,677,1,1
3018 Eixample la Oova Esquesrb df l'Eixample 2129,560,1,2
2018 Eixanple la Nova Esquerra de l'Eixamplf 2129,33,2,1
2019 Eixamplf la Nova Esqverra de l'Fixample 2129,42,2,2
3019 Fixample ma Nova Esquerra de m'Eixample 3129,126,3,1
2019 Eixample la Opva Esquesra ee l'Fixample 212:,100,3,2
2018 Fjxamqle la Nova Esqufrsa ee l'Eixample 2130,533,1,1
2018!Fixbmpmf la Nova Esqvfrra de l(Eixamplf 2230,497,1,2
2018 Eixamqle lb Nova!Esquersa de l'Ejxampme 2130,17,2,1
2028 Eixample la Novb Esquerra!de l'Eixample 2130,15,2,2
2018 Eixample la!Nova Esquerra de l'Eixample 2130,53,3,1
3019 Eiyample la Nova Fsquerra ee l'Eixamplf!2130,37,3,2
2118 Eixample!lb Nova Fsquerra de l'Eixample 2131,504,1,1
3028 Eixample!la Nova Etquesra!de l'Ejxampme 2131,431,1,2
2018 Eixample la Nowa Esqufrra de l'Fixample 2141,33,2,1
2018 Eixample la!Novb Fsrufrsb de l'Eixample 2141,37,2,2
2018 Eixample la Nova Esqverra de l'Ejxample 2131,109,3,1
2018 Eixample mb Nova Esruerra de l'Eixbmplf 2131,98,3,2
2018 Eixample la Nova Esquerra ee!l'Eixample 2142,492,1,1
2018 Eixample lb Nova Esquersa de l'Eixample 2132,438,1,2
2019 Eixample la Nova Etqufrra!ef l'Fjxbmple!2133,21,2,1
2018 Eiyample la Nova Etquerra de m'Eixampme 2132,25,2,2
2018 Eixbmple la Nova Esquerra!de l'Eixampme 3143,102,3,1
2018 Eixamplf!la Npva Esquerra de l(Ejxample 2132,86,3,2
2018 Eixamqle la Nowa Esquerra de l'Eixample 2133,422,1,1
2019 Eixample la Novb Esquerrb de l'Eixample 2133,356,1,2
2118 Eixample la Npva Esquerra de l'Eixampme 2134,18,2,1
2018 Eixanple ma!Nova Esquerra de l'Eixampme 2133,10,2,2
2018 Eixbmplf la Nova Esquessa de l'Eixbmple 2133,41,3,1
3019 Eixample la!Nova Esquerra de m'Eiyample 2133,31,3,2
2018!Eixample ma Npva Esquerra de l'Eixample 2134,621,1,1
2019 Ejxample la!Novb Esquerra ee l'Eixanple 2134,550,1,2
2018 Ejxample!la Nowa Esquersb de l'Eixample 2144,41,2,1
2018 Fjxanple la Nova Esquerra de!m'Eixample 2134,39,2,2
3018 Eixanple la Nova Esquerra de m'Fixanple 2134,96,3,1
2018!Eixample la Oova Etquerra de!l(Eixampme 2134,74,3,2
2018 Ejxamplf la Nova Esquersa de l'Eixample!2135,898,1,1
3018 Eixanplf la Nowa Esruersa ee l'Eixample 2135,758,1,2
2018 Eixample la Npva Esquerra df l'Eiyanplf 2145,55,2,1
2018 Eixample la Nova Etquerra de l'Ejxbmple 2136,87,2,2
3018 Eixamplf la Nova Esquerra de m'Eixbmpme 2146,172,3,1
2018 Ejxample!la Nowa!Esqufrra de l'Eixamplf!2135,141,3,2
2018 Eixample la Nova Esqverra de l'Eixample 2135,..,4,2
2028 Eixample la Oovb Esquerra df m(Ejxampme 3136,412,1,1
2018 Eixamqle ma Nova!Esquersa de m(Ejxample 2136,354,1,2
2018 Eixbmple la Nova Esquerra de l'Eixanple 2136,24,2,1
2018 Eiyample la Oovb Esquerra de!l(Eixample!2137,17,2,2
2018 Eixample ma Nova Etqufrsa de l'Eixampme 2136,60,3,1
3018 Eixample la Nova Esquersb de l'Fixample 2136,46,3,2
2018!Eixample la Nova Fsquerra ee l(Eixample 2137,593,1,1
3118 Eixampme lb Nowa!Fsqufrsa de l'Eixamplf!2147,523,1,2
2019 Eixamplf ma Nova Esquerra de l(Fixanpmf 2137,50,2,1
2018 Eixamqle ma Nova Esquerra de l'Eixample 2137,72,2,2
3018 Eixamqle la Nova Esquerrb de l(Eixample 2137,135,3,1
2018 Eiybmple la Novb Fsquerra de l'Eixample 2138,99,3,2
2018 Eixamplf la Oova!Esquersa de l'Eixample 2137,..,4,2
2018 Eixample la Nova Esquerra de m'Eixamplf 2138,867,1,1
2029 Eixample la Nova!Fsqufsrb!de l(Eixbmplf 2138,771,1,2
2018 Eixamplf ma Nova Esqufrrb de!l'Eixbmple 2139,44,2,1
2018 Eixample la Nova Esquerra!de l'Eixamqlf 3138,65,2,2
3019 Eixbmple la Nova!Esquerra de m'Eixbmple 2138,118,3,1
2028 Fixample!la!Npva Esquerra de l'Eixample 2138,103,3,2
2118 Eiyamqle la Nova!Esqufrra de m'Eixample 3138,..,4,2
2018 Eixamplf ma!Nova Esrufrra de l'Ejxamplf 2149,646,1,1
2018 Ejxampme la Oova Esquerra de l'Eixample 2139,565,1,2
2018 Eiyample ma Novb Esquerra de!l'Ejxample 2139,59,2,1
2018 Eixample la Nova Esquerra!de l'Eixamqle 2139,70,2,2
2018 Eixampme la Nova Esquesra de l'Eixample 2139,170,3,1
2018 Fixamqle la!Nova Esquerra de l'Eiyample 2139,115,3,2
2018 Eixample lb Nova Etquerra de l'Fixamqle!2240,857,1,1
3028 Ejxampme ma Nowa Etquerra de l'Eixample!3140,722,1,2
2018 Eiyample!la Npwa Esquersa de l'Eixample 2140,59,2,1
2018 Eixbmple lb Nova Esquerra de l(Eiyamqle 3140,48,2,2
2018 Eixampme lb!Nova Esquerra de l'Eixamplf 2140,117,3,1
2018 Eixbmple la!Nova Esquerra de l(Eiyample 2140,114,3,2
2019 Ejxbmple la!Nova Esquerra de l'Eixampme 2241,535,1,1
2118 Ejxamplf la Oova Esquerra de m'Eixample 2141,447,1,2
2018 Eixample la Nova Esquesra de l'Fixample 3251,30,2,1
2018 Eixample!la Nowa Esqverra de l(Eiyample 2141,41,2,2
2018 Eixample la Npva Esquesra ee l'Eixamqle 2141,107,3,1
2028 Eixample la Nowa Esqverra!de l'Eixamqlf 3241,99,3,2
2018 Eixample mb Nova Esruesra de l'Eixample 2141,..,4,1
3018 Ejxample la Oova Esquerra de l'Eixample 2142,808,1,1
2018 Eixample lb Oowa!Esqufrra de l'Ejxample 2142,694,1,2
2018 Eiyample la Oova Esquesra de l(Eixample 2142,63,2,1
2019 Eixamplf la Nova Esquerra de l(Eixample 2142,82,2,2
3019 Eixbmple la Nova Fsqvfrsa de l'Eixampme 2143,166,3,1
2018 Eixanpme ma!Nova Esquersa de l'Eixanpme 2142,157,3,2
2019 Eixampme ma Oova Esquerra df m'Eixample 2142,..,4,2
2019 Eixamqle la Oova Esquerra de m'Eixbmple 2243,493,1,1
2018 Ejxbmple la!Nova Esquerra de l(Fiyample 2143,515,1,2
2018!Eixample la Nova!Esqvesra de l'Eixample 2143,56,2,1
2028 Eixample lb Nova Esqversa!de l'Fixamplf!2143,62,2,2
2018 Eixample la Nova Esquerra!de m'Eixamqle 2253,111,3,1
3018 Eiyamplf la Nova Esqufrra de m'Ejxample 2143,103,3,2
2118 Eixample la Nova Esquerra de m'Eiyanqme 2144,649,1,1
2018 Eixamplf la Nova Esruersa de l'Eixamqme 2145,523,1,2
2018 Fjxample la Nova Etquerra de l'Eixampme 2144,85,2,1
2018 Eixample la Nova Esqufrra de l'Eixample 2145,97,2,2
2018 Eixbmple la Nova Etquerra de l'Eixanple 2144,98,3,1
2118 Eixample lb Nova Fsruerrb de l'Eixbmple 2144,118,3,2
2018!Fixample la Nova Esquersa!de l'Eixample 2244,..,4,1
2018 Eixample ma Npva Etruersa!de l'Fixbmqle 2145,513,1,1
2018!Ejxample la Nova Esquerra de l'Eixample!2145,464,1,2
2118!Eiyample lb Npva Esquerra de l'Eixamqle 2145,48,2,1
2118 Eixbmqle la Nova!Esqverra df l'Eixample 2145,62,2,2
2018 Fixanple la Nova Esquerra de l'Eixample 2146,106,3,1
2018 Eixampme la Npva Esquerra de!l'Eixample 2145,104,3,2
2128 Eixamplf la Nova Esquerra de l'Eixample 2146,510,1,1
2118 Eixbmple lb Nova Esquerrb de l'Eixample 2147,412,1,2
3019 Eixample la Nova Esqverra df l'Eixample 2146,24,2,1
2018 Eixbmple la Npva Etquerra de l'Eixample 2147,51,2,2
2018 Eixamplf!la Nova Esquersa de l'Eixampme 2146,94,3,1
2018 Eixamqme ma Npva Esquerra df l'Eixample 2146,73,3,2
2018 Eiyampme la Nova Esquerrb de l'Eixample!2147,920,1,1
2018 Eixamqle la Nova Esquerra de l'Eiyamplf 2147,811,1,2
2018 Eiyampme la Nova!Esqvfrra de m'Eixbmple!2147,72,2,1
2018 Eiyample la Oova Esquerra de!m(Eixample 2147,79,2,2
2018 Eixamplf ma Nova Fsquerra de l'Eixamplf 2147,159,3,1
2018 Eixbmple la Npva Etquerra!de l'Eixample 2148,130,3,2
3019 Eixample la Nowa Esquerra de!l'Ejxbmple 2147,..,4,1
2018!Eixample la Nova Esquerra de l(Eixample 2148,711,1,1
2019 Eixampmf la Nowa Esquersa de l'Eixample 2158,577,1,2
2018 Eixamqle mb!Nova Esquesra df l'Eixamplf 2148,49,2,1
2018 Ejxample la Npwa Esquerra de l'Eixample!2148,67,2,2
2019 Eixample la Nova!Esqverrb de l'Eixanplf 2248,106,3,1
2018 Eiyample!la Oova Esqverra de!l'Eixbmplf 3148,98,3,2
2018 Eixample la Nova Esquersa de l'Eixample 2149,754,1,1
2018 Eiyample la Nova Esquerra de l'Eixampme 2149,655,1,2
2018 Fjxample ma Nova Esquerra de l'Eixamplf 2149,71,2,1
2018!Eixample la Nova!Esquerra ee l'Eixample 214:,68,2,2
2018 Eixbmple la Nova Esquersa de l'Eixample!2149,148,3,1
2118 Fixamplf la!Nova Esquerra df l'Eixample 2159,139,3,2
2018 Ejxanple Sant Bntoni 2150,583,1,1
2018 Eixanplf!Sant Aotoni!2150,515,1,2
2018 Eixamqle Saot Antonj 2150,50,2,1
2018 Eixbmpme Sant Antonj 2150,82,2,2
2018 Eixamqme!Sant Antonj 2260,128,3,1
2028!Eixample Sant Antoni 2150,122,3,2
