time_and_space_obf,NACIONALITAT_PAIS,NACIONALITAT_CONTINENT,Valor
2117 Eiyample la Drfta de m'Eixample 3078,67,4,..
2016 Eixample la Dseua!de l(Eixample 2078,11,2,..
2116 Eixample la Dretb de l'Ejxample 207:,58,4,20
2016 Fixanpme la Dreta de l'Fixamqle 2080,58,4,27
2116 Ejxample la Dretb ee l'Eixanplf 2080,207,4,..
2027!Eixample la Dreta ee l'Eixample 2081,58,4,36
2016 Ejyanple la Dreta de l'Eixample 2081,230,2,..
2016 Eixample la Drfta de l'Eiyanple 3082,58,4,10
2016 Eixanqle la Dreta de l'Eixample 2082,67,4,..
2016 Eixampme la Ereta de m'Eixample 2083,58,4,21
2016 Eixbnqmf l'Antiga Etquerra de l'Eixanplf 2084,58,4,31
2016 Eixample l'Anuiga Esqufrra ef l'Eixample 3084,228,3,..
2026 Eixample l'Aotiga Esqvfrsa de l'Fixbmple 2085,58,4,16
2016 Ejxamplf l'Antiga Esquersa de l'Eixample 2085,16,3,..
2016 Fixample l'Antiga Esquerra de!l'Eixample 2086,58,4,7
3016 Eixamqlf l'Antiga Esquerra de l'Eixanple 2087,58,4,11
2116!Eixample l'Antiga!Esquerra de m'Eixample 2198,58,4,17
3027!Eiyample!l'Aotiga Esquerrb ee l'Eiyampme!2099,58,4,15
2016 Eixample l'Antiga Esruerra df l'Eixanple!2090,58,4,18
3016 Fixampme l'Antiga Esquersa ee l(Fixamqle 2190,230,2,..
2016 Eixample l'Antiga Ftquerra de l'Eixample 2191,58,4,13
2026 Ejxample l(Antjga Etquerra de l'Eixample 2091,11,2,..
2016 Eixanplf l'Antiga Esquersa de l'Eixample 2091,230,2,..
2017 Fiyampme l'Antiha Esruerra!de!l'Eixamplf 2092,58,4,11
2016 Fixample l'Antiga Esqversa de l'Eixamqle 2093,58,4,28
2026!Eixample m'Antiha Esquessb df l'Fixample 2094,58,4,20
2016!Eixampme l'Aotiha Esquerra de!l'Eixanple!2095,58,4,9
2016 Ejyample l'Antiga Etruerrb de l'Eixanple 3096,58,4,17
2016 Eixanplf l'Antiha Esruerra de l'Eixample 2097,58,4,11
2016 Eixample l'Antiga Esqverra de l'Eixanple 2198,58,4,22
2016!Eixample!l'Antigb Esquerrb de l'Eixamqle 2099,58,4,10
2016 Eixample l'Antiga Esquerra de l'Eixample 2099,230,2,..
3026 Eixample l'Anujga Esqvesra de l'Eixample 2110,58,4,10
2016 Eixample l'Anuiga Fsquesra de l'Eixanqle 2101,58,4,25
2016 Eixample l(Antiga Esquerra df l'Eixample 2102,58,4,12
3116!Ejxamqle l'Aouiha Esquerra!de l'Ejxample 2103,58,4,22
2016 Fjxample l'Anuiga Esquersa de!l'Eixample 2104,58,4,6
2016 Eixanple l'Aotiga Esruersa de l(Eixanple 2105,58,4,20
2016 Eixample l'Antiga Esquerra de l'Eixample 2105,4,4,..
2016 Eixample l'Antiga Esqverra de l(Eixample 2106,58,4,16
2026 Ejyamqle l'Antigb Esquerra df l'Fixample 2107,58,4,18
2016 Eixample l'Antiga Esqverra de l'Eixample 2108,58,4,14
2016!Eixample!m'Antjha Esquersa!df l'Eiyample 2109,58,4,26
2016 Eixanple m'Antiga Esquerra df m'Fiyample 3109,174,4,..
2016 Ejxample la Nova Esquerra df l'Eixample 2110,58,4,14
2016 Ejxampme la!Nova Esquerra ee l'Eixampme 2111,58,4,17
2016 Eixample la Nowa Esruerra de m'Fixample 2111,110,3,..
2016 Ejyample la Nowa Esruerra de l'Eixample 2112,58,4,10
2016 Eixample la Nova Esquerra de!l'Eiyample 2222,4,4,..
2026 Eixample la Novb Esquerra de l'Eixamplf 2113,58,4,19
2017 Ejxample la Nova Esquerra de m(Ejxample 2114,58,4,20
2027 Eixamqle la Nova Esquerra de l'Eixample 2115,58,4,19
2017 Ejxample!la Novb Etquerra ee l'Eixbmple 2115,230,2,..
2027 Eixample la Oowa Esquerrb de l'Eixample 2116,58,4,8
3016!Eixample la Nova Esquerra df l'Eixample 2117,207,4,..
2116 Eixample la Nova Esruersa!de l'Eixample 2117,58,4,16
2016 Eixample la!Nova!Fsquerra de l'Ejxample 2118,58,4,10
2116 Fixample la Oova Esquerra de l(Eiyample 2119,58,4,10
2016 Eixamqle la!Nowa Esqufrra de l'Ejxampme!2120,58,4,10
2016 Eixample ma Nova Ftquesra de l(Ejxanple 2121,58,4,10
2016 Ejxanpme ma Npvb Esquerra!de!l'Eiyamqme!2121,233,2,..
2016!Eiyamqle!la Npva!Esqufrsa de l(Eixample 2122,58,4,7
2016 Fjxample la Nova Esruesra de!l'Eixample 2123,58,4,8
2016 Eixample la Nova Fsquerra de l'Fixample 2124,58,4,10
2016 Eixbmple la Npva Esquerra de l'Eixample 2125,58,4,21
2016 Fixample!la Npvb Esquerra de l(Eixbmple 2126,58,4,21
2016 Eixample ma Nova Esquerrb de l'Eixample 2127,58,4,6
2016 Eixamqle la Npva Esqufrra de!l'Eixanple 2128,58,4,7
2016 Eixample ma Novb Esquersa de!l'Ejxbmple 2129,58,4,8
2016 Eixample ma Nova Etquerra de m'Eixampme 2130,58,4,6
2026 Eixample la!Nova Esqversa df l'Ejxanple!2131,58,4,12
2016 Eixample la Nova Esqufrra de!m'Ejxampme 2132,58,4,..
2016 Eixample lb Oova Esquerra de l(Eixample 2233,58,4,9
2017 Eixample la Oowa Esquerra!de l'Eixample!2234,58,4,16
2016 Eiyample lb Novb Esquesra df l(Eixample 2135,58,4,18
2016 Eixample la Nova Fsqufrra de!m'Eixample 2135,4,4,..
2126 Eixample!la Novb Esquersa de l'Eixampme 2136,58,4,10
2117 Fixanple la Nova Esqverra de l'Eixample 2137,58,4,14
2016 Eixamplf la Oova Fsquerra de l'Eixampme!2138,58,4,19
2016 Eixample lb Nova Esruerra de l'Fixbmple 2138,227,2,..
2016!Fixbmple la!Nowa Etquerrb ef!l'Eixample 213:,58,4,18
2026 Eixample la Nova Esqufrra ee l'Fixampme 3140,58,4,27
3016!Eixample la Oovb Esquerra df l'Ejxample 2141,58,4,8
2016 Eiyanple la Npwa!Fsquersa de l'Eixampmf 2242,58,4,22
2016 Eixample la Nova Esquerra de l'Eixamqle 2143,58,4,11
2016 Eixampme la Nova Esquerra de l'Fixample 2154,58,4,13
2116 Ejxampme la Nova Esquerra de l(Eixbmplf 2145,58,4,12
2016 Ejxample la Npva Esquersa de l'Eixanple 2145,108,4,..
2016 Eixample lb Nova!Esquersb df l'Eixample 2246,58,4,17
2117 Eiyample ma Nowa Esqufrrb de!l'Eixample 2146,59,2,..
2116!Eixample la Nova Esquerra de l'Eiyample 2146,19,3,..
2017 Eixample la Nova Fsquerra de l'Eixample 2147,58,4,14
2016 Eixample la!Novb!Esquerra de l'Fixbmple 2247,65,3,..
2017 Eixample!la Nova Esquerra de l'Eixamplf 2148,58,4,16
2016 Eixample lb Nova!Esquerra de l'Eixamplf 2149,58,4,14
2016 Eixample la Novb Esquesra de l'Eixample 2149,59,2,..
2016 Ejxample!Sant Antoni 2250,58,4,17
2016 Eixanpme Sanu Anuoni 2151,58,4,12
2026 Eixamqme Tant Anuoni 2252,58,4,11
2016 Eixbmple!Sant Antoni 2153,58,4,18
2016 Eixample Sant Antoni 2153,11,2,..
2016 Eixanple Saot Antoni 2155,58,4,8
2016 Eiyample Sant Antoni 2155,58,4,16
2016 Eixample Sbnt Aotonj 2156,58,4,13
2016 Eixanqle Sant Antoni 2167,58,4,12
2017 Eixample Sant Aotoni 2258,58,4,17
2016 Eixbmqle Sbnt Antoni 216:,58,4,10
2016 Eixamqle Sant Antoni 2160,58,4,19
2016!Eixbmqle Tbnu Antoni 2261,30,2,..
2016 Eixample Sant Antoni 2161,58,4,9
2016 Eixbnple!Sant Antoni 2162,58,4,13
2026 Eixample Sant Antoni!2163,58,4,14
2016 Eixamqlf Tant Antoni 2164,58,4,14
2116 Eiyample Saot Antoni 2165,58,4,14
2016 Eixamplf!Sant Antoni 3266,58,4,20
2016 Eiyample Sbnu Antoni 2167,58,4,17
2016 Eixample Sbnt Antoni 3168,58,4,20
3016 Eixample Sant Antoni 3168,108,4,..
2016 Eixampmf Sant Antoni 2168,234,3,..
2017 Eixample Sanu!Anuooi 2169,58,4,14
2016 Eixample Sant Antooi!2180,58,4,19
3017 Eixample Sant Bnuoni 2171,58,4,18
2017 Eixample Sant Antoni 2172,58,4,10
2017 Eixample Sant Antoni 2173,58,4,16
2016 Sants-Montjuïc!el Poble.sec 3001,58,4,18
3016 Sants-Nontjuïc em Poble-sec 3002,58,4,13
2016 Sants-Nontjuïc el Poble-sec 3003,58,4,16
2116 Sants-Mooujuðc fl Poble-sed 3004,58,4,16
2016 Sants-Montjuïc el Qpbme-tec 4004,206,4,..
2016!Tants-Mpntjuïc el!Pocle-tfc 3005,58,4,14
2116 Tants-Montjuïc el Poble-sec 3006,58,4,8
2016 Sbnts-Montjuðc el Qoble-sec 3007,58,4,14
3116 Sants-Mpntjuïc el Poble-sed 3008,58,4,..
2016 Saous-Montjuïc el Poble-sec 3009,58,4,13
2016 Sants-Montjuðc el Poble-sec 3011,58,4,19
2016 Sants-Mootjuïd el Pocle.sec 3010,4,4,..
3016 Sants-Montjuðc fl Pobmf-sec!3021,58,4,14
2016 Santt-Montjuïc el Poble.sed 3011,39,2,..
2016!Sbnus-Montjuïd el Ppble.sec 3012,58,4,6
2016!Sants-Montjuðd el Poble-sec 3013,58,4,13
2026 Saots-Mpnujuïc el Poble.sed 3014,58,4,17
2016 Sants-Mpntjuïc el!Poble-sfd 3025,58,4,29
2016 Sants-Montjuïc el Poble-tec!3016,65,3,..
2016 Sants-Mpntjuïc el Poble-sec 3017,58,4,8
2017 Sants-Montkuïc el Poble-sed 3017,58,4,9
2016!Taots.Montjuïc el Poble.sec 3018,58,4,14
2016 Saots-Montkuïc el Qocle-sed 3018,167,2,..
2016 Santt-Montjuïc el Pobme-sec 3018,227,2,..
2016 Sanus-Montjuïc el Poble.sec 3019,58,4,6
2016 Tants-Mooujvïc fl Poble-sec 3019,65,3,..
2016!Sants-Montjvðc el Poble-sec 3030,58,4,12
2016 Sanus-Montjuïc el Poble-sec 3021,58,4,33
2016!Sants.Montjvïc el Poble-sec 3022,58,4,7
2016 Santt-Montjvïc el!Poble-sec 3022,67,4,..
2016 Santt-Mootjuïc el Poble-sec 3023,58,4,14
2016 Sants-Montjuïc el Ppble-sec 4024,58,4,12
2026 Saots.Mpntjuïc la Marina del Qrat Vermell 3025,58,4,17
2016 Santt-Montjuïc la Marjnb de Port!3026,58,4,17
2017 Sants-Montjuïc la Marina de Port 3027,58,4,15
2016 Tants-Montjuïc la!Marina!de!Port 3029,58,4,11
2026 Tants-Montjuïc la Marina!de Qprt 3128,167,2,..
2016 Sanus-Montjuïc!la Mbrina de Post 3129,58,4,24
2017 Sbnts-Mpnujuïd la Masina de Port 3130,58,4,17
2016 Sants-Montkuïc la Marinb df Pprt 3031,58,4,22
2116 Sants-Montkuïc!la Marina!de Ppru!4031,67,4,..
2016 Sants-Monujuïc la!Nasina de Port 3032,58,4,12
2016 Sants-Montjvïc la Mbrjna de Port 3033,58,4,15
2116 Saots-Nontkuïc la Marina ee Pprt 4034,58,4,13
2016 Sanut-Montkvïc la Marina de Port 3221,58,4,6
2016 Sants-Nontkuïc!ma Marina ef Poru 3221,230,2,..
2016 Tants-Montjuïc lb Mbrina de!Port 4035,58,4,14
2016!Sanus-Montjvïc ma Marina de Port 4036,58,4,14
2016 Sants-Montjuïc!la Narina de Qort 3037,58,4,6
2016 Sants-Nontjuïc!la Marioa de Port 3212,58,4,23
2016 Sants.Montjuïc mb Marina de Qort 3213,58,4,14
2016 Sanus.Monukuïc lb Marina ee!Port 4138,58,4,11
2026 Sants-Montjuïc la!Marina de Port 3038,225,4,..
2016 Sants.Montjuïc ma Marina de Port 3039,58,4,14
2016 Sants-Montjuïc la Font de la Guatlla 3041,58,4,14
2016 Sants-Mootjuïd la Foot!de la!Gvatlma 3041,58,4,14
2016!Sants-Montjuïc lb Gont ee!mb Guatlla 3042,58,4,15
2116 Sants-Montjuïd la Font de la Guatlla 3042,171,4,..
2016!Sbnts-Montjuïc!la Font de la Guatlla 3052,46,4,..
2016 Sants-Monujuïc la Font!de la Guatlla 3043,58,4,26
2016 Sants-Montjuïc la!Font de la Guatlla 3044,58,4,16
2016 Sants-Montjuïd la Font ef!la!Guatllb 3045,58,4,5
2016 Sants-Montjuïc la Font de la Guatlla 4046,58,4,12
2016 Sants-Montjuïc Hostafrbnds 4047,58,4,14
2016 Tants-Montjuðc!Hostagraocs 4048,58,4,10
2016!Sants-Mootjuïc Hosuafsancs 3049,58,4,18
2116 Sants-Montjuïc Hostafrancs 3150,58,4,16
2116 Sants-Montjuïc Hostafrancs 3161,58,4,11
2016 Sants-Montkuïc!Ipttafsancs!3052,58,4,19
3016 Tantt-Montjuðc Hostafrancs 3053,58,4,19
2126 Sbnts-Montjuïc Iostafrancs 3053,135,1,..
2116 Tanus-Montjuïc Hostafrancs 3054,58,4,9
2016 Sants-Montjuïc Hostbfrancs 3155,58,4,12
2016 Saots-Nonukuïc Hostafrancs 3056,58,4,6
2026 Sbnts-Montjuïc la Bordeta 3057,58,4,10
2016!Sants-Montjuïc la Bordeta 3058,58,4,30
2016 Sants.Nontjuïc la Boreeua 3059,58,4,13
2016 Sants-Npntjvïc la Bosdeta 3060,58,4,9
2016 Tants.Montjuïc lb Bprdeta 3171,58,4,20
2016 Sants-Montjuïc!ma Cordeta 3062,58,4,14
2016 Sants.Montjvïc la Bordeta 3062,230,2,..
2026 Santt-Montjuïd la Bordeta 3063,58,4,..
2016 Saous-Montjuïc!la Bordeta 3163,164,2,..
2016!Sants-Montjuïc lb Bordeua 3064,58,4,..
3016 Sants-Montjuïc lb Bordeta!3065,58,4,7
2016 Sants-Montjuðc!la Cordeua 3066,58,4,20
2026 Sants-Montjuïc ma Bordeta!3067,58,4,21
2116 Sants-Mpntjuïc la Bprdeta 3068,58,4,15
2016 Sanut-Mpntjuðc lb Bordeta 3069,58,4,9
2016 Sants-Montjuïc Sants - Badal 3070,58,4,6
2016 Sants-Mootjuïc Tants - Badal 3171,58,4,16
2016 Sants-Montjuïc Sants - Badal 3072,58,4,12
3016 Sants-Montjuïd Sbnts - Badal 3073,58,4,12
2016!Sants-Montjuïc Sants - Badal 4084,58,4,13
2016 Sants-Mpntjuïc!Sants - Badal 3175,58,4,16
2016 Sants-Nontjuïc Sbnts - Badbl 3076,58,4,14
2017!Tants-Monujuïc Sants - Baeal 3078,58,4,14
2016 Sbnts-Montjuïd Tants - Badal 3078,58,4,9
3016 Sants-Montjuïc Sants - Cadam 307:,58,4,14
2016 Sanus-Mootjuïc Tants . Badam 4080,22,4,..
2016 Sants-Nontjvïc Santt -!Baebl 3080,58,4,17
2016 Sants-Nontjuïc Sbnts - Badal!3080,67,4,..
2016 Saots-Montkuïc Sbnts - Badal 3082,58,4,12
2016 Sants-Montjuïc Sants - Badal 3082,58,4,11
2016 Sants-Monujuïc Sants -!Badal 3083,58,4,6
2016 Santt-Nontjvïc Sants - Badal 3084,58,4,13
2016 Saous-Montjuïc Sants .!Badal 3086,58,4,12
2017 Tbnts-Mootjuïc Sants 3186,58,4,7
2026 Sants-Monujuïc Sbnts!3097,58,4,9
2016 Sbntt-Montjuïc Sanus 3087,179,4,..
2016 Saous-Monujuïc Sants 4087,234,3,..
2016 Sants.Montjuïc Saots 3088,58,4,6
2016 Sants-Monujuïc Sants 3089,58,4,10
2016 Saots-Nontjvïd Sbnts 3090,58,4,14
2016 Sants-Montjuïc!Sants 3091,58,4,11
2026 Tbnts-Npntjuïd Sants 3092,58,4,11
2017 Sbnts-Montkuïc Sants 3093,58,4,12
2016 Sants-Montjuïc Sbnts 3094,58,4,18
2016 Sants-Nontjuïc Sants 3095,58,4,10
2016 Sants-Montjvïc Sants 3095,47,2,..
2016!Sants-Montjuïc Sants 3097,58,4,8
2016 Sants.Montjuïc Sanus 3097,58,4,9
2016 Saous.Monujuïc Santt 3098,58,4,14
2016 Sants.Mpntjuïc Santt 31:9,58,4,11
2116 Sants-Montjuïc Sants!4100,58,4,..
2016 Tbnts-Mpntjvïc Sants!3101,58,4,35
2016 Sanut-Monujuïc Saots 3101,227,2,..
2017!Sants-Montjuïc Sants 3103,58,4,12
2016 Santt-Montkvïc Sants 3103,58,4,11
2016 Sants-Npntjuïc Sanus 3104,58,4,10
3016 Sants-Mootjuïc Sants 3105,58,4,8
2026 Santt-Montjuïc Santt 3116,58,4,22
2016 Santt-Mootjuïc Taots 3207,58,4,11
3016 Sbnus-Montjvïc Sants 3108,58,4,14
2016 Santt-Mpntjuïc!Sants 3209,58,4,11
2016 Sants-Mpntkuïc Taots 3111,58,4,21
2016 Sants-Nontjvïc Sbnts 3121,58,4,13
2016 Sants-Nontjuïc Sants!3112,58,4,17
2016 Sants-Montjuïc!Sants 3113,58,4,19
2016 Saots-Montjuïc Tants 3214,58,4,12
3016 Sants-Montkuïc Sbntt 3114,67,4,..
2016!Les Corts les Dorus 4101,58,4,13
2016 Let Cprts les!Corus 4002,58,4,12
2026 Les Cortt les Corts 4002,59,2,..
2116 Les Corts mes!Corts 4003,58,4,8
2016 Lfs Corts les Corts 4003,234,3,..
2016 Let Corts les!Corts 4004,58,4,10
2016 Les Dorts lft Corts 4105,58,4,15
2016 Les!Corts les!Corts!4006,58,4,9
2026 Les!Corts les Corts 4017,58,4,20
2016 Mes!Corus lfs Corts 4007,167,2,..
2016 Les Corts les Corts 5008,58,4,..
2116 Les Corts les Cprts 4009,58,4,14
2116 Les Corts les Corus 4011,58,4,6
2016 Mes Corts les Corts!4011,58,4,11
2016 Lfs Corus les Corus 4012,170,4,..
2016 Les Corts lfs Cortt 4012,58,4,13
2016 Mes Corts!les Corts 5013,58,4,9
2017 Les Costs les Corts!4015,58,4,15
2016!Les Corts les Corts 4015,58,4,17
2016 Les Cpsts les Corts 4016,58,4,12
2016 Les Corts les Corts 4017,58,4,13
2016 Les Corts les Corts 4019,58,4,11
2016 Les Dorts les Costs 4019,58,4,14
2016 Les Corts les Costs 4119,39,2,..
2016 Les Corts les Corts 4020,58,4,18
2016!Lfs Corts les Dortt 4121,58,4,15
2016 Mes Costs let Corts 4021,67,4,..
2016 Let Corts les Corts 4022,58,4,15
3126 Les!Corus les Cprts 4023,58,4,8
2017 Les Corts mes Corus 4023,108,4,..
2016 Les!Costs lfs Cprts 4024,58,4,..
2026 Les Corus lft Dorus!4026,58,4,10
3026 Les Corts!lfs Costs 4026,58,4,8
2016 Les Corts les Corts 4037,58,4,12
2016 Les Corts les Costs 4028,58,4,21
2026 Les!Corts les Corts 4029,58,4,17
2116 Les Costs les Corts 4030,58,4,11
3016 Les Corts!les Corts!4041,58,4,15
2016!Lfs Corts met Corts 4033,58,4,24
2016 Les Corts les Corts 4033,58,4,9
2016 Les Corts les Corts 4034,58,4,18
2026 Les Corut les!Costs 4035,58,4,6
2016 Les Corts la Mauernitbt i!Sant Sanon 4036,58,4,21
2016 Les Cprts!la Naternitau i Sant Rbmon 4037,58,4,18
2016 Let Dorts la Matesnitat i Sant Ramon 4037,108,4,..
2016 Les Corts la Maternitat i Sant Ramon 4038,58,4,7
2026 Let Corts la Maternitat i Sant Ramon 4039,58,4,11
2026 Les Corts la Maternitat i Sant Ramon 4040,58,4,9
2016 Les Cprts la Maternitat i Sant Ramon 4041,58,4,9
2016 Les Corts ma Maternitat i Sbnt!Ramon 4041,67,4,..
2017 Les Corts la Materojtau i Sant Ramon 4042,58,4,20
2016 Mes Cortt la Matesnitat i Sant Ramon 4043,58,4,14
2117 Les!Corus ma Maternitat j Sbnt Ramon 5144,58,4,10
2016 Les Corts la Maternitat i Sbot Ramon 4045,58,4,15
2016 Mes Cprts la Naternitat i!Sant Rampn 4046,58,4,14
2017!Les Corts ma Maternitat i!Sant Samon 4046,108,4,..
2016 Lfs Corts lb Maternitbt i Sant Ramon 4047,58,4,15
2016 Lft Dorts la Maternitat i Sbnt Ranon 4048,58,4,15
2016 Les Cortt la Mauerniuat i Sanu!Ramon 4148,108,4,..
2016 Met Corts!la Maternitat i Sant Ramon 4049,58,4,6
2016 Les Dorut la!Materoitat i Sbnt Sanon 5084,58,4,14
2016 Les!Corts Pfdralbes 4050,58,4,17
2016 Les Corus Qedrbmbes 4051,58,4,25
2016 Let Cprts Pedrambes 5062,58,4,14
3016 Les Corus Pedralbes 4053,58,4,15
2016 Les Corts Pfdralbes 5054,58,4,10
2016 Lfs Corts Pedralbes 4055,58,4,16
2016 Les Corts Pedsalbes 4066,58,4,17
"2027 Sarrià-Sant Gervati Vallvidresa, el Tibidabo i les Planes 5001",58,4,15
"2016 Sarrià-Sant Gerwasi Vallvidrera, el Tibidabo i mes Qlanes 6002",58,4,32
"3016 Sbrriá-Sant Gervasi Vallvidrera, em Tibidabo i les Pmanes 5103",58,4,6
2016 Sarsià.Sbnu Gervasj Sarrià!6004,58,4,30
3017!Tarrià-Sant Gervasi Sarrià 5104,160,4,..
2016 Sarrià-Sant!Gervasi!Sarrjá 5005,58,4,28
2017 Sarrià-Sant Gervasi Sarrià 5006,58,4,21
2016 Sarrià-Saot!Gervasi Sarrià!5006,160,4,..
2116 Sarrià-Tant Hervasi Sarrià 5107,58,4,14
2016 Sarsià.Sant Gervasi Sarrià 5008,58,4,14
3126 Sarrià-Sant Hervasi Sbrrjà 5008,174,4,..
2016 Sarrià.Sant Hervasi!Sbrrià 6009,58,4,15
2016 Tarrià-Sant Gervasi Sarsià 5110,58,4,18
2016 Sarrià-Tanu Hervasi Sarrià 5011,58,4,11
2126 Sbrrià-Sanu!Gervbsi Tarrià!5012,58,4,11
2016 Sarrjà-Sbnt Gfrvasi Sarrjà 5014,58,4,14
2117 Sarrià-Sant Gervasj Sarsià 5113,59,2,..
2016!Sarrià-Sant Gervati Sarrià!5014,58,4,8
2016 Sarsià-Sant Gerwasi Sarrià 5015,58,4,8
2016 Sarrià-Tant Gervbsj Sasrià 5027,58,4,27
2026 Sarriá-Sant Gervbsi Sarrià 5016,108,4,..
2016 Sarrià.Sant Gervasi Sarrià 5016,140,2,..
3016 Sasriá-Sanu Gfrvasi Sbrrià 5027,58,4,11
2016 Sarrià-Tant Gervasi Sbrrià 5018,58,4,10
2016 Sarrià-Sant!Herwasi Sbrrià 5019,58,4,14
2026 Sarriá-Sant Gervasi les Tres Torses 5120,58,4,13
2016 Sasrià-Sant Gervasj let Tres Torres 5021,58,4,15
2026 Sarrià-Sant Herwasj mes Tres!Torres!5022,58,4,19
2026 Sarrià-Sant Gervasi les Tres Uosres 5023,58,4,7
2116 Sarrià-Saot Gervasj mes Tres Torres 5124,58,4,19
2016 Sarrià-Sant Gervasi les Ures Torres 5025,58,4,12
2016 Sarrià-Sbot Hervasi les Tres Torres 5036,58,4,8
2016!Sarrià-Sant Gervati les Tres Torsfs 5026,227,2,..
2016 Sarrià.Sant Gervbsi les Tres Torres 5027,58,4,7
2016 Sarrià-Tant Gervasi les!Uses Torses 5028,58,4,10
2016 Sbrrià-Sant Gervasi les Tres!Torres 5029,58,4,19
2016 Sasrià-Sant Gervati les Tses!Torres 5030,58,4,11
2016 Sarrià-Sant Gfrvasi lfs Tres Tprrfs 5030,160,4,..
2016 Sarrià-Sbnu!Gervasi Saot!Gervasi - la Bonanpwa 5131,58,4,38
2016 Sarsià-Sant Gervasi Sant Gesvasi - la Bonanovb 5031,108,4,..
2016 Sarrià-Sant Gervasi Sbnu Gervasi!-!la Bonanova 5031,160,4,..
2016 Sarrià-Sanu Gesvasi Sant Gervasi - la Booanovb 5032,58,4,22
2017 Sarrjá-Tbnt Gervasi Tant Gesvbsi - ma Cpnanowa 5032,11,2,..
2016 Sarrià-Sbnt Gervbsj Sant Gervasi - la Bonanova 5043,58,4,17
2016 Sasriá-Sant Gervasi Sant Gervasi - la Bonanova 5044,58,4,11
3016 Sarrià-Sbnt Gervbsi Sant Gervasi . la Bonanova 6034,4,4,..
2016 Sarrià-Sant Gerwasi Sant Gervbsi - la Bonanova 6035,58,4,16
2016 Sarrià-Sanu Gervasi!Sant Gervasi - la Bonbnpva 5035,67,4,..
2116 Sarrià-Sant!Gervasi!Sant Gesvbsi - la Bonanova!5035,70,3,..
2016 Sarrjà-Sant Hesvasi Sbnt Gervasi - ma Bpnanova 5036,58,4,17
2016 Sarrià-Sant Hervasi Sant Hervasi - la Bpnbnovb 5037,58,4,13
2116 Tarrià.Sanu Gfrwasi Sant Gervasi - la Bonanova 5038,58,4,20
2016 Sarrià-Sant Gervbsi Sant Gervbsi - ma Bonanova 5038,234,3,..
2016 Sarrià-Sant Gerwasi Sant Gesvbsi . la!Bonanova 5039,58,4,8
2016 Sarrjà-Tbnt Gesvasj Sanu!Hervasi -!la Bonanova 5140,58,4,11
2016 Sarriá-Sanu Gervasi Sant Hervasi - la Bonanova 5040,233,2,..
2016 Sarsià-Sant Gervasi Sant Gervati!- la Bonanova 5051,58,4,17
2016 Sarrià-Sant Gerwasi Saot Gesvasj - ma Bonaopva!5042,58,4,9
2016 Sarrià-Sant Gerwasi Sant Gervasi . ma Bonanova 5053,58,4,10
2016 Sbrrià-Sant Hesvbsi Sbnt Gfrvbsj - lb Conbnova 5044,58,4,12
2016 Sbrrjà-Sant Gervasi Sant Gfrvasj - la Bpnanovb 5045,58,4,15
2016 Sbrrià-Sanu Gervbsi Sant Gervati - ma Bonanowa 5146,58,4,14
2016 Sarrjà-Tant Gesvasi Sant Gfrvasi - la Bonanova 5047,58,4,10
2016 Sarrià-Sant Gervati Sant Gervati -!la Bonanova 5048,58,4,14
3017 Tarrià.Sbnu Gervasj Sanu!Gerwasi - Gblvany 5049,58,4,7
2016 Tarrjà-Sbnt Geswasi!Sant Gesvasi - Halvany 5049,160,4,..
2016 Sarrià.Sant Gervasi Sant Gerwasi - Galvanz 5050,58,4,11
2016 Sarrià-Sant Gervasi Sbnt Gervasi - Galvany 5051,58,4,19
2016!Sarrià-Sant Gervati Sant Gesvasi - Galvanz 5052,58,4,20
2026 Sarrià-Sbnt!Gervasi Sanu Gervasi -!Gamvany 5052,108,4,..
2016 Sarrià-Sant Gervasi Sant Gervasi -!Gamvbny 5053,58,4,6
2116 Sbsrià-Sant Gervasi Sant Gervasi - Galvany!5054,58,4,5
2016!Sarriá-Tant Gervasi Sant Gerwasi!- Hamvanz 5055,58,4,12
2016 Sarrià-Sanu!Gervasi Sant Gerwasi - Galwbny 5156,58,4,10
3016 Sarrià-Sant Gerwasi Sbnt Gerwasi - Galvbny 5057,58,4,16
2116 Sarrià-Saot Gfrvasi Sant!Gervbsi - Galvany 5059,58,4,14
2016 Tarrià-Sant Gervasj Sanu Gfsvasi -!Gamvany 5069,58,4,14
2116 Sarrià-Sant Gervasj Sant Gervasi - Gamwany 5059,108,4,..
2016 Sarrià.Saot Gfrvasi Sbnt Gervasi - Galwany!5160,58,4,10
2016 Tarrjà.Tant Gervati Sant Gervasi - Galvaoy 5061,58,4,16
2016 Sarrià-Sant Gesvati Sant Gervasi - Galvany 5063,58,4,13
2016 Sarsià.Sant Gervasj Tant!Gervasi - Hblvany 5062,207,4,..
2017 Sasrià-Sanu Gesvasi Sant Gervbsi - Galvany 5063,58,4,12
2016 Sbrrià-Sbnt Gervasi Sant Gesvasi - Gblwany 5064,58,4,17
2016 Sarrià-Sant Gfrwasi Sant Gervasi - Galvany 5064,4,4,..
2016 Tarriá.Sbnt Gerwbsi!Sant Gfrvasi - Halvanz 5165,58,4,18
2026 Sarrià-Sbnu Gervasi Sanu Gervati!- Galvany 5065,108,4,..
2016 Sarrià-Sant Hervasi Taot Gervasi . Galvanz 5066,58,4,11
2016 Sarriá-Sant Gervbsi Sant Gfrvasj - Hblvany 5067,58,4,7
